emp_id,department,salary,age,city,status,years_experience
573,Support,39642.8,40,Delhi,On Leave,7
574,Finance,120773.9,41,Bangalore,Active,26
575,Engineering,120847.9,24,Mumbai,On Leave,17
576,Sales,124799.6,33,Delhi,Active,5
577,Sales,148400.99,23,Mumbai,Active,29
578,Marketing,34168.6,44,Bangalore,Inactive,23
579,Marketing,35490.93,32,Mumbai,Active,19
580,Marketing,133513.68,43,Kochi,Inactive,4
581,Finance,31406.28,31,Chennai,Inactive,9
582,Sales,125249.28,28,Kochi,Active,6
583,Finance,126830.98,27,Chennai,On Leave,13
584,Engineering,38486.96,51,Bangalore,On Leave,13
585,Engineering,53598.63,23,Kochi,Inactive,6
586,Marketing,137728.01,35,Bangalore,Active,5
587,HR,113012.35,41,Bangalore,On Leave,23
588,Support,61682.73,42,Delhi,Active,5
589,Support,49713.48,29,Kochi,Inactive,21
590,Support,38276.97,26,Chennai,Inactive,15
591,Finance,81203.31,52,Chennai,On Leave,11
592,Sales,64334.54,25,Chennai,Active,20
593,Engineering,142925.87,57,Mumbai,Inactive,21
594,HR,118835.17,43,Kochi,Active,4
595,Finance,31403.27,40,Delhi,On Leave,3
596,Engineering,100458.23,48,Delhi,Active,12
597,HR,40408.67,37,Kochi,Active,2
598,Engineering,138031.79,52,Delhi,On Leave,25
599,Finance,116749.09,30,Delhi,Inactive,3
600,HR,28457.26,54,Delhi,On Leave,10
601,Sales,110327.17,48,Mumbai,Active,18
602,Marketing,29919.96,24,Delhi,Inactive,26
603,HR,102228.7,47,Bangalore,Active,30
604,Engineering,104476.41,58,Mumbai,On Leave,5
605,HR,106991.53,46,Bangalore,Active,7
606,Marketing,68159.77,33,Delhi,On Leave,27
607,HR,133769.38,57,Bangalore,Inactive,25
608,Engineering,116180.19,45,,Active,3
609,Support,53386.87,26,Mumbai,Inactive,23
610,HR,63892.66,52,Bangalore,On Leave,20
611,Finance,68120.22,41,Bangalore,On Leave,29
612,HR,89816.87,52,Chennai,Active,28
613,Finance,92845.97,29,Kochi,Active,14
614,Engineering,78664.62,27,Kochi,Inactive,26
615,Engineering,124238.33,25,Bangalore,On Leave,13
616,Marketing,77101.83,42,Bangalore,On Leave,23
617,Support,26354.68,31,Chennai,On Leave,28
618,Support,93923.62,29,Bangalore,Active,29
619,Support,131395.38,35,Chennai,Active,17
620,Support,28802.24,30,Bangalore,On Leave,8
621,Marketing,31769.98,22,Delhi,On Leave,25
622,Engineering,46932.31,33,Kochi,On Leave,23
623,Support,,49,Mumbai,Inactive,30
624,Finance,137210.42,57,Chennai,Active,10
625,Engineering,67005.88,37,Delhi,Active,27
626,HR,45240.96,35,Mumbai,Active,6
627,Support,77204.7,50,Chennai,Inactive,30
628,Engineering,88623.68,54,Delhi,Active,11
629,Marketing,69261.48,49,Bangalore,On Leave,22
630,Sales,129326.08,57,Mumbai,On Leave,15
631,,75205.8,49,Bangalore,Active,17
632,Finance,110811.63,45,Chennai,Inactive,18
633,HR,44550.5,57,Delhi,Inactive,3
634,HR,102048.23,52,,Inactive,11
635,Finance,123967.69,42,Chennai,Active,10
636,,132137.33,23,Chennai,Active,11
637,HR,,40,Delhi,On Leave,12
638,Marketing,125697.09,31,Delhi,Active,1
639,Engineering,138369.04,28,Kochi,On Leave,29
640,Finance,129690.97,24,Chennai,On Leave,12
641,Marketing,47435.16,30,Mumbai,Active,1
642,Sales,111804.89,32,Chennai,Active,3
643,Sales,146194.66,45,Chennai,Inactive,12
644,Engineering,28058.7,33,Delhi,Active,25
645,HR,91276.55,24,Kochi,On Leave,0
646,Support,67122.62,47,Delhi,Active,29
647,Finance,111044.53,32,Mumbai,On Leave,25
648,HR,130558.38,45,Delhi,On Leave,12
649,Marketing,144437.68,32,Chennai,Active,8
650,Support,101825.86,22,Bangalore,Inactive,20
651,HR,44806.83,56,Bangalore,Active,15
652,HR,120131.42,58,Bangalore,On Leave,16
653,HR,122135.12,28,Bangalore,Active,19
654,Finance,57075.49,50,Bangalore,Active,1
655,Marketing,106789.59,39,Delhi,On Leave,30
656,HR,111582.03,39,Bangalore,Inactive,21
657,Finance,118638.91,31,Bangalore,Active,19
658,Engineering,41394.39,46,,On Leave,1
659,Engineering,123885.25,24,Chennai,On Leave,15
660,Engineering,129985.9,33,Mumbai,On Leave,5
661,HR,138299.54,36,Delhi,Inactive,8
662,Finance,101607.88,26,Chennai,On Leave,19
663,Finance,139218.43,42,Mumbai,On Leave,12
664,Engineering,145249.68,38,Kochi,On Leave,3
665,HR,42137.27,52,Chennai,Inactive,18
666,Marketing,98672.52,32,Mumbai,Inactive,12
667,HR,97786.27,43,,On Leave,5
668,HR,40499.18,40,Bangalore,On Leave,24
669,Support,143674.98,34,Delhi,Inactive,6
670,HR,55526.98,26,Mumbai,Active,17
671,Finance,119150.8,37,Mumbai,On Leave,9
672,Marketing,114149.29,22,Mumbai,Inactive,2
673,Marketing,26105.23,48,Kochi,On Leave,26
674,Sales,138270.06,36,Delhi,Active,8
675,HR,109352.75,46,Mumbai,Active,19
676,Support,118281.14,39,,Inactive,11
677,Support,31806.08,49,Kochi,On Leave,12
678,Marketing,69874.95,45,Kochi,Active,5
679,Marketing,125108.23,32,Kochi,On Leave,18
680,Engineering,118754.67,25,,Active,7
681,HR,69676.6,27,Kochi,Inactive,13
682,HR,,25,Kochi,Active,29
683,Sales,57475.0,43,Bangalore,On Leave,2
684,Finance,142078.51,37,Delhi,Active,9
685,Support,89193.35,32,Mumbai,Inactive,3
686,Marketing,,25,Kochi,Active,10
687,Engineering,48907.49,47,Delhi,On Leave,6
688,Finance,137825.15,22,Delhi,On Leave,12
689,Marketing,60960.68,45,Delhi,Inactive,21
690,Sales,111053.37,49,Delhi,Active,2
691,Support,103555.92,46,Chennai,Inactive,6
692,Support,80985.01,26,Chennai,Active,4
693,Support,28143.67,33,Mumbai,On Leave,25
694,Marketing,31719.68,39,Delhi,On Leave,26
695,Engineering,147269.83,50,Mumbai,Active,2
696,,138406.53,38,Mumbai,Active,25
697,Sales,30289.91,44,Bangalore,On Leave,10
698,Finance,141802.87,50,Kochi,On Leave,6
699,Support,40796.51,44,Kochi,On Leave,7
700,Finance,27797.65,49,Kochi,Active,1
701,Support,112960.01,45,Chennai,Active,22
702,Finance,61299.6,47,Mumbai,Inactive,15
703,HR,132768.02,41,Bangalore,Active,24
704,Finance,147915.84,49,Bangalore,On Leave,11
705,HR,70076.75,24,Kochi,On Leave,28
706,HR,53662.87,43,Mumbai,On Leave,25
707,Sales,49629.7,53,Delhi,Inactive,27
708,Finance,44423.19,31,Delhi,On Leave,5
709,Engineering,55672.2,24,Mumbai,Inactive,13
710,HR,39917.19,39,Kochi,Inactive,19
711,Finance,48231.19,22,Bangalore,Active,24
712,Sales,114568.0,35,Kochi,On Leave,18
713,Engineering,131916.89,37,Chennai,On Leave,24
714,Support,65666.82,27,Chennai,Active,7
715,Sales,70401.42,36,Bangalore,Inactive,7
716,Support,55070.42,24,Kochi,Inactive,8
717,HR,26702.03,46,Delhi,On Leave,19
718,Sales,144530.75,32,Bangalore,On Leave,14
719,Sales,133898.11,22,Mumbai,Active,5
720,Support,61161.18,44,Bangalore,On Leave,5
721,Engineering,61280.74,56,Delhi,Inactive,11
722,Support,59245.59,27,Bangalore,Active,11
723,Marketing,66054.64,29,Delhi,Inactive,0
724,Finance,45247.85,34,Kochi,Inactive,11
725,Finance,82156.87,45,Mumbai,Active,12
726,Support,109462.3,53,Chennai,Active,17
727,Engineering,57339.39,54,Kochi,Active,21
728,Finance,41751.48,52,Kochi,Active,4
729,Engineering,146692.77,58,Chennai,On Leave,26
730,Engineering,86698.4,57,Mumbai,On Leave,29
731,Finance,141738.83,54,Delhi,Inactive,25
732,Support,90089.25,23,Delhi,Inactive,2
733,Marketing,132803.79,34,Bangalore,On Leave,0
734,Sales,27808.54,29,Delhi,On Leave,9
735,HR,35922.15,35,Kochi,Inactive,17
736,Finance,53457.51,27,Kochi,Inactive,19
737,HR,92850.9,46,Delhi,Active,8
738,HR,41650.6,41,Mumbai,Active,3
739,HR,88730.97,54,Mumbai,On Leave,24
740,Marketing,75150.68,32,Chennai,On Leave,29
741,HR,44261.08,33,Kochi,Active,25
742,Marketing,96385.78,28,Bangalore,Inactive,20
743,HR,130216.71,42,Mumbai,Inactive,8
744,Finance,95413.77,30,Delhi,Inactive,21
745,Finance,126897.41,49,Chennai,Active,27
746,Finance,43638.46,36,Chennai,Inactive,8
747,Support,48744.31,52,Kochi,Active,14
748,HR,147538.66,34,Mumbai,On Leave,18
749,Support,148237.89,36,Delhi,On Leave,11
750,Engineering,105418.13,41,Bangalore,On Leave,25
751,Engineering,133800.7,25,Delhi,Active,2
752,Marketing,47798.78,22,Chennai,Active,11
753,Sales,119294.56,22,Bangalore,On Leave,3
754,Sales,53184.66,44,Bangalore,Inactive,13
755,Finance,77239.79,54,Chennai,On Leave,13
756,HR,59313.7,48,Delhi,On Leave,1
757,Support,55638.84,57,Mumbai,Active,21
758,Finance,26660.52,53,Delhi,Active,15
759,Engineering,104443.37,35,,On Leave,0
760,Marketing,65623.83,36,Mumbai,Active,1
761,Finance,63214.7,56,Delhi,Active,2
762,Finance,28144.57,45,Delhi,On Leave,12
763,Marketing,39723.97,51,Chennai,Inactive,12
764,Finance,49983.78,52,Chennai,Inactive,16
765,Marketing,30274.22,50,Delhi,Active,14
766,,100411.73,32,Delhi,Inactive,28
767,Finance,35216.69,50,Bangalore,On Leave,14
768,,38648.02,41,Mumbai,Inactive,11
769,Finance,43889.28,36,Mumbai,Active,17
770,HR,127641.69,48,Bangalore,On Leave,7
771,Finance,147056.4,56,Chennai,Inactive,19
772,Support,96517.88,35,Bangalore,On Leave,15
773,Marketing,82046.92,42,Kochi,Inactive,20
774,Marketing,86969.36,36,Mumbai,Inactive,16
775,Marketing,55929.28,54,Kochi,On Leave,28
776,Engineering,143266.59,35,Kochi,On Leave,4
777,Marketing,132913.89,33,Bangalore,On Leave,19
778,Finance,106333.24,41,Mumbai,Active,15
779,HR,137000.99,47,Chennai,Active,11
780,HR,60721.51,58,Kochi,Inactive,6
781,HR,67204.9,57,Mumbai,Active,7
782,Marketing,46557.16,45,Chennai,Inactive,10
783,Finance,130343.63,56,Delhi,Active,2
784,Support,67070.53,28,Delhi,Active,22
785,Marketing,146289.23,40,,Inactive,6
786,HR,72487.95,22,Chennai,Active,3
787,HR,28036.48,28,Chennai,On Leave,21
788,Support,146260.95,45,,Active,24
789,Support,126198.93,53,Delhi,Inactive,4
790,Finance,45092.67,27,Kochi,On Leave,20
791,Sales,61207.53,42,Kochi,Inactive,16
792,Finance,141413.46,38,Bangalore,Inactive,24
793,Finance,95827.85,29,Kochi,Active,25
794,Engineering,113282.51,35,Delhi,Inactive,21
795,Finance,80703.06,24,Delhi,Active,5
796,Support,135464.28,48,Mumbai,Inactive,7
797,,54725.23,41,Chennai,Inactive,12
798,Engineering,,49,Delhi,Inactive,0
799,Finance,132336.58,53,Chennai,Inactive,26
800,HR,144834.11,38,Kochi,Active,15
801,HR,,28,Chennai,On Leave,19
802,,120853.14,41,Kochi,Inactive,21
803,Marketing,84318.97,37,Kochi,Inactive,12
804,Support,31564.12,41,Delhi,On Leave,12
805,Support,28641.63,51,Kochi,Active,19
806,Finance,30641.06,40,Mumbai,Active,10
807,Marketing,55542.85,32,Delhi,On Leave,12
808,Support,147435.99,42,Kochi,Active,30
809,Marketing,79918.13,46,Delhi,Inactive,5
810,,71336.19,55,Chennai,Active,29
811,Marketing,129428.07,26,Bangalore,Active,4
812,HR,30053.24,29,Kochi,Active,15
813,Engineering,142446.54,41,Mumbai,Active,27
814,Finance,47742.11,50,Kochi,Inactive,26
815,Finance,74072.6,31,Kochi,Inactive,8
816,Engineering,,45,Delhi,On Leave,22
817,Marketing,63283.28,22,Bangalore,Active,23
818,HR,126916.58,32,Mumbai,Active,11
819,Sales,141589.08,22,Chennai,Active,4
820,Sales,76149.2,50,Mumbai,Inactive,10
821,Support,68350.32,51,Bangalore,On Leave,27
822,Engineering,60274.16,29,Chennai,Inactive,14
823,Support,85078.17,46,Mumbai,Active,14
824,Sales,86813.14,47,Delhi,On Leave,22
825,HR,148830.14,52,Bangalore,Inactive,20
826,Marketing,140403.32,31,Chennai,On Leave,4
827,Support,139027.37,52,Kochi,Active,5
828,Marketing,76668.21,23,Kochi,Inactive,11
829,Finance,27522.5,48,Delhi,On Leave,25
830,HR,149037.32,41,Delhi,Inactive,11
831,HR,104152.2,45,Mumbai,Active,2
832,Finance,120011.44,48,Bangalore,On Leave,13
833,Marketing,88405.84,49,Bangalore,Inactive,10
834,Engineering,87446.79,54,Mumbai,Active,1
835,HR,54548.35,41,Kochi,Inactive,17
836,HR,50890.4,27,Delhi,On Leave,26
837,Engineering,65588.02,49,Mumbai,Active,2
838,Marketing,103190.29,39,Chennai,Active,8
839,Engineering,81662.77,44,Kochi,On Leave,20
840,Finance,62959.12,45,Bangalore,On Leave,7
841,Sales,53832.18,42,Mumbai,Inactive,22
842,Support,62689.54,36,Delhi,Inactive,6
843,Sales,96628.51,46,Mumbai,On Leave,28
844,HR,103797.22,42,Delhi,Inactive,25
845,Engineering,,52,Bangalore,Inactive,24
846,Finance,120522.03,50,Kochi,On Leave,27
847,Marketing,116097.48,34,Chennai,Inactive,0
848,HR,97199.76,33,Bangalore,Active,11
849,HR,56466.06,54,Bangalore,On Leave,28
850,Marketing,109830.44,57,Bangalore,On Leave,30
851,HR,53678.43,34,Bangalore,Inactive,0
852,Engineering,89109.83,39,Delhi,Inactive,3
853,Support,78401.6,27,Chennai,Inactive,9
854,Support,30311.59,48,Bangalore,On Leave,5
855,Engineering,135693.33,28,Delhi,Active,1
856,Marketing,110090.86,53,Chennai,Inactive,21
857,Engineering,,52,Mumbai,On Leave,10
858,Engineering,43613.94,55,Mumbai,On Leave,19
859,HR,97832.91,43,Mumbai,Inactive,10
860,HR,27496.68,53,Delhi,Active,17
861,Support,82555.84,36,Mumbai,Inactive,30
862,Finance,105289.29,45,Mumbai,Inactive,3
863,HR,73055.92,51,Bangalore,Inactive,9
864,Marketing,47200.09,35,Kochi,Inactive,6
865,Support,35306.18,24,Delhi,Active,16
866,Sales,126838.98,39,Chennai,On Leave,8
867,Engineering,50902.54,35,Delhi,Active,28
868,Sales,85840.25,45,Chennai,Inactive,22
869,HR,144214.76,24,Delhi,Inactive,24
870,Support,125253.82,30,Chennai,Inactive,8
871,,70493.95,28,Kochi,On Leave,5
872,Engineering,66061.42,42,Mumbai,Active,13
873,HR,133687.65,35,Bangalore,On Leave,20
874,Sales,121944.98,32,Bangalore,On Leave,26
875,Sales,116474.24,50,Mumbai,On Leave,23
876,Engineering,89493.88,57,Mumbai,On Leave,8
877,Marketing,96572.85,30,Chennai,On Leave,13
878,,89664.83,31,Bangalore,Inactive,9
879,HR,115186.17,47,Chennai,Active,18
880,Finance,43916.64,25,Bangalore,Inactive,21
881,HR,129557.94,37,Bangalore,On Leave,27
882,Sales,54191.16,45,Bangalore,On Leave,26
883,HR,43139.14,25,Delhi,Active,23
884,Sales,136447.15,30,Kochi,Active,13
885,HR,149937.13,36,Bangalore,Active,18
886,Marketing,130634.38,55,Mumbai,Inactive,27
887,Marketing,102911.37,54,Mumbai,Inactive,3
888,Support,91975.78,31,Bangalore,Inactive,29
889,Finance,44503.33,38,Chennai,Active,29
890,Engineering,134551.44,43,Chennai,Inactive,12
891,HR,70638.59,25,Bangalore,Active,29
892,Engineering,58943.58,30,Bangalore,On Leave,26
893,Finance,47135.25,43,Kochi,Inactive,0
894,Engineering,145245.86,27,Mumbai,Inactive,17
895,Finance,128094.26,44,Mumbai,On Leave,23
896,Support,30564.16,32,Bangalore,On Leave,2
897,Marketing,55267.72,56,Chennai,Active,27
898,Support,39659.62,44,Bangalore,On Leave,3
899,Marketing,100669.42,42,Bangalore,Inactive,19
900,Support,101549.07,44,Delhi,On Leave,13
901,Support,133197.02,55,Bangalore,Active,18
902,Support,55220.69,54,Chennai,Active,17
903,Sales,45674.55,45,,On Leave,10
904,Marketing,47953.95,41,Mumbai,On Leave,21
905,Marketing,92815.56,40,Delhi,Active,14
906,Marketing,73139.34,57,Kochi,Active,12
907,Finance,100759.16,51,Mumbai,On Leave,17
908,Engineering,56922.64,28,Bangalore,Inactive,27
909,Marketing,113225.51,48,Bangalore,Active,4
910,HR,,31,Chennai,On Leave,25
911,Sales,37659.93,42,Bangalore,On Leave,22
912,HR,94238.59,45,Bangalore,Active,28
913,Sales,111724.32,49,Mumbai,On Leave,9
914,Engineering,94663.11,27,Delhi,Active,21
915,Engineering,125838.15,22,Mumbai,Active,0
916,Engineering,72176.8,31,Kochi,On Leave,18
917,Finance,145072.38,36,Bangalore,Inactive,17
918,Finance,70481.31,30,Kochi,Inactive,4
919,Finance,145029.53,22,,On Leave,27
920,Marketing,128519.49,47,Kochi,Active,20
921,Marketing,36056.62,47,Delhi,Inactive,20
922,HR,129778.33,57,Kochi,Inactive,16
923,HR,144518.09,35,Mumbai,Inactive,3
924,Engineering,139934.52,35,Delhi,Active,7
925,Marketing,26899.24,48,Kochi,Inactive,19
926,HR,103884.42,32,Chennai,Inactive,27
927,Finance,102027.08,33,Kochi,Active,27
928,Finance,53872.89,45,Kochi,On Leave,3
929,Marketing,73420.25,29,Bangalore,On Leave,10
930,HR,27891.73,26,Kochi,On Leave,10
931,Support,71655.08,48,Bangalore,Inactive,8
932,Sales,112028.26,45,Kochi,On Leave,29
933,Marketing,138799.81,23,,Active,30
934,Finance,32340.82,57,Kochi,On Leave,14
935,Sales,112066.96,44,Delhi,Active,23
936,Finance,124324.38,33,Kochi,Inactive,29
937,HR,108721.41,38,Kochi,On Leave,18
938,Support,28075.83,56,Mumbai,Active,25
939,HR,76447.53,40,Delhi,Active,21
940,Finance,56932.7,33,Mumbai,Active,19
941,Support,57933.89,37,Mumbai,Inactive,6
942,HR,53777.09,28,Kochi,Active,10
943,Finance,124402.95,52,Delhi,Inactive,12
944,Support,103396.98,50,Chennai,Active,2
945,HR,41038.38,48,Chennai,Inactive,21
946,Support,141212.88,40,Mumbai,On Leave,28
947,Engineering,103807.96,37,Chennai,On Leave,26
948,Engineering,79575.53,31,Delhi,Inactive,26
949,Finance,84560.97,51,Chennai,Active,12
950,Finance,28378.99,55,Delhi,Active,24
951,Support,69725.66,34,Bangalore,Active,24
952,Sales,,54,Mumbai,On Leave,9
953,,28067.27,46,Chennai,On Leave,14
954,Engineering,104353.88,50,Kochi,Active,5
955,Support,64090.75,39,Chennai,Active,9
956,Sales,147257.33,50,Kochi,Inactive,27
957,Marketing,123671.47,29,Mumbai,Inactive,2
958,Engineering,144504.92,47,Mumbai,On Leave,10
959,,111762.21,58,Delhi,On Leave,24
960,Engineering,47025.79,36,Delhi,Inactive,10
961,HR,108158.63,54,Delhi,On Leave,9
962,Finance,76679.48,50,Delhi,Inactive,1
963,HR,76015.75,58,Mumbai,Active,3
964,Finance,,27,Kochi,Active,6
965,HR,91157.63,58,Chennai,Active,8
966,HR,82157.26,33,Bangalore,On Leave,14
967,,85223.16,58,Kochi,On Leave,25
968,,147562.02,30,Mumbai,Active,23
969,Support,86768.82,22,Bangalore,Inactive,12
970,Engineering,110705.36,42,Chennai,Inactive,11
971,Finance,63578.63,53,Mumbai,On Leave,7
972,Engineering,129081.09,52,Mumbai,On Leave,14
973,,102280.15,34,Kochi,On Leave,25
974,Sales,129695.32,41,Mumbai,Active,14
975,Marketing,127382.64,46,Delhi,Inactive,12
976,HR,72715.41,28,Kochi,Active,5
977,Finance,104644.16,55,Delhi,Inactive,17
978,Marketing,73839.85,52,Bangalore,On Leave,21
979,Finance,91218.11,23,Mumbai,On Leave,18
980,Support,71241.65,48,Bangalore,Inactive,30
981,Finance,149683.53,32,Kochi,On Leave,25
982,Engineering,119999.63,35,Kochi,Inactive,14
983,HR,116962.03,26,Chennai,Inactive,22
984,Finance,,38,Chennai,On Leave,30
985,Support,106690.8,32,Bangalore,Inactive,3
986,HR,79917.67,44,Kochi,Inactive,16
987,Marketing,103249.24,27,Bangalore,Active,11
988,Engineering,100614.22,22,Delhi,Active,28
989,Support,,50,Kochi,On Leave,30
990,Finance,54478.15,24,Delhi,On Leave,18
991,Marketing,77061.89,53,Chennai,On Leave,11
992,HR,85562.0,33,Kochi,Active,30
993,Sales,76792.14,38,Mumbai,Active,11
994,Marketing,,45,Delhi,Inactive,4
995,Engineering,,31,Chennai,Inactive,14
996,Support,115819.1,37,Kochi,Inactive,27
997,Engineering,56271.64,32,Delhi,On Leave,16
998,Finance,26188.25,35,Kochi,Inactive,9
999,Sales,64673.85,51,Delhi,Inactive,8
1000,Engineering,138123.41,30,Kochi,Active,28
1001,Engineering,65481.11,46,Delhi,Active,8
1002,Sales,85392.89,26,Chennai,Active,7
1003,HR,65438.75,26,Kochi,Inactive,3
1004,HR,92422.91,28,Kochi,On Leave,14
1005,Sales,35746.9,47,Bangalore,Active,7
1006,Sales,146094.58,44,Chennai,Active,19
1007,Support,25593.28,30,Mumbai,Active,2
1008,Sales,133339.2,29,Bangalore,Active,17
1009,Support,49436.19,48,Kochi,Active,3
1010,Marketing,117559.21,40,Chennai,On Leave,12
1011,HR,54828.41,58,Mumbai,Inactive,21
1012,Sales,104819.17,33,Kochi,Inactive,18
1013,Support,88450.55,42,Kochi,Inactive,26
1014,Support,39303.74,30,Mumbai,On Leave,27
1015,Engineering,69442.04,38,Bangalore,On Leave,30
1016,Finance,102798.75,23,Bangalore,Inactive,19
1017,Finance,70624.18,27,Chennai,On Leave,25
1018,HR,28932.0,58,Chennai,On Leave,22
1019,Sales,60163.52,51,Chennai,Inactive,0
1020,HR,27432.45,57,Bangalore,Active,24
1021,Finance,,28,Kochi,On Leave,1
1022,Marketing,100237.51,24,Mumbai,On Leave,28
1023,Marketing,129979.17,27,Chennai,Inactive,10
1024,Sales,69888.28,29,Kochi,On Leave,14
1025,Engineering,47711.32,43,Chennai,On Leave,1
1026,Sales,42804.34,28,Kochi,On Leave,12
1027,Support,113010.81,33,Delhi,Inactive,17
1028,HR,82512.39,39,Bangalore,On Leave,17
1029,Marketing,107249.62,26,Chennai,Active,8
1030,Marketing,36870.33,31,Mumbai,On Leave,30
1031,Sales,90226.33,33,Chennai,Active,21
1032,HR,88891.65,51,,Inactive,30
1033,Sales,29930.64,54,Bangalore,Active,15
1034,Marketing,,39,Kochi,Active,8
1035,Finance,120463.4,58,Bangalore,Inactive,13
1036,Support,69731.27,31,Mumbai,Inactive,21
1037,Marketing,67622.15,43,Kochi,On Leave,6
1038,Engineering,87699.28,51,Bangalore,Inactive,27
1039,Finance,131995.26,26,Delhi,Inactive,13
1040,Marketing,70609.8,56,Delhi,Active,25
1041,Engineering,34286.89,26,,On Leave,15
1042,Support,50951.88,42,Kochi,On Leave,16
1043,Marketing,128256.5,30,Delhi,On Leave,14
1044,Marketing,108609.35,33,Mumbai,Inactive,15
1045,Sales,149236.19,25,Mumbai,Inactive,10
1046,Sales,149051.44,45,Kochi,Active,20
1047,Finance,94118.19,55,Chennai,Active,6
1048,HR,79011.32,25,Delhi,On Leave,1
1049,HR,87808.95,28,Chennai,On Leave,13
1050,Engineering,32652.66,54,Delhi,On Leave,29
1051,Engineering,109576.07,45,Bangalore,Inactive,6
1052,Finance,108705.34,48,Bangalore,Inactive,7
1053,HR,106555.02,49,Mumbai,Inactive,3
1054,Engineering,135783.88,43,Delhi,Active,26
1055,Sales,97302.56,38,Mumbai,On Leave,15
1056,Marketing,80115.19,27,Chennai,Inactive,3
1057,Marketing,,45,Bangalore,On Leave,8
1058,Marketing,135477.25,37,Chennai,Active,26
1059,Support,71844.54,40,Bangalore,On Leave,10
1060,Engineering,93510.58,39,Mumbai,Inactive,27
1061,Sales,128419.12,39,Mumbai,Active,26
1062,Support,35002.03,53,Delhi,Inactive,5
1063,Sales,52117.62,30,Kochi,Active,22
1064,Finance,65006.03,47,Kochi,Active,13
1065,Sales,113672.89,44,Bangalore,Active,24
1066,Finance,100392.54,57,Delhi,On Leave,1
1067,Sales,88155.71,46,Delhi,Active,20
1068,Sales,79496.08,33,Chennai,Inactive,27
1069,Sales,84490.98,35,Chennai,Active,18
1070,Support,46711.69,52,Mumbai,On Leave,13
1071,Support,74656.83,54,Kochi,On Leave,7
1072,Support,143740.19,43,Mumbai,On Leave,15
1073,Finance,74398.48,49,Kochi,On Leave,27
1074,Engineering,100655.01,55,Mumbai,Active,28
1075,Support,120222.37,48,Mumbai,On Leave,11
1076,Engineering,82752.66,48,Mumbai,On Leave,14
1077,Support,69180.06,28,Mumbai,On Leave,17
1078,Engineering,70318.6,51,Chennai,Active,27
1079,HR,147414.07,37,Chennai,Inactive,26
1080,,52952.48,52,Chennai,Inactive,27
1081,Support,145292.38,40,Bangalore,Active,6
1082,Support,140736.77,27,Delhi,Active,21
1083,Support,63297.5,50,Delhi,On Leave,3
1084,HR,36090.14,57,Bangalore,On Leave,23
1085,Engineering,91046.09,48,Mumbai,On Leave,23
1086,Support,60356.35,51,Kochi,On Leave,0
1087,Sales,71893.37,52,Kochi,On Leave,21
1088,Support,26402.59,45,Mumbai,Active,6
1089,Sales,49194.94,38,Mumbai,Active,11
1090,HR,80450.8,29,Kochi,Active,5
1091,Engineering,108269.9,32,Delhi,Inactive,3
1092,Support,65557.58,45,Bangalore,Active,11
1093,Support,54804.25,47,Kochi,Inactive,4
1094,Marketing,43668.25,56,Mumbai,Inactive,0
1095,Engineering,34118.83,54,Bangalore,On Leave,22
1096,,136852.67,45,Mumbai,On Leave,30
1097,Finance,141607.84,29,Kochi,Inactive,15
1098,Engineering,102826.24,26,Chennai,Active,9
1099,Engineering,27646.6,38,Mumbai,On Leave,21
1100,Support,139691.79,42,Delhi,On Leave,16
1101,Marketing,88477.92,35,Chennai,Active,27
1102,Finance,104776.06,33,Kochi,Active,29
1103,Marketing,83434.0,26,Bangalore,Inactive,26
1104,Marketing,76413.24,30,Kochi,Inactive,11
1105,Sales,68225.58,22,Mumbai,Active,23
1106,Finance,56212.62,34,Bangalore,On Leave,28
1107,Engineering,97610.3,43,Delhi,Inactive,25
1108,Sales,55093.33,52,Mumbai,On Leave,1
1109,Finance,118719.31,44,Bangalore,On Leave,18
1110,Marketing,146988.12,38,Bangalore,On Leave,13
1111,Engineering,119917.31,29,Kochi,On Leave,30
1112,Finance,123233.09,44,Mumbai,Active,15
1113,Support,65769.87,30,Kochi,On Leave,28
1114,Sales,104562.46,56,Delhi,Active,22
1115,,147300.96,40,Chennai,Active,27
1116,Support,56703.52,52,Delhi,Active,16
1117,Support,37894.15,24,Chennai,Active,20
1118,Marketing,83962.97,29,Delhi,Active,29
1119,Finance,78010.66,31,Bangalore,On Leave,15
1120,Sales,133911.28,33,Bangalore,On Leave,24
1121,,117789.68,57,Bangalore,Inactive,6
1122,Engineering,90101.68,31,Kochi,On Leave,22
1123,Sales,,51,Kochi,Active,25
1124,Marketing,76289.99,40,Delhi,Inactive,30
1125,Marketing,71398.1,54,Delhi,On Leave,9
1126,Finance,125465.13,42,Delhi,Inactive,25
1127,HR,120106.47,48,Kochi,Inactive,5
1128,Finance,64575.0,33,Chennai,Inactive,4
1129,Marketing,64779.11,22,Bangalore,Active,26
1130,Engineering,61729.27,38,Chennai,Active,0
1131,HR,31447.12,40,Delhi,On Leave,18
1132,Engineering,,32,Delhi,Active,2
1133,Sales,48543.69,33,Mumbai,Inactive,4
1134,Sales,72658.89,41,Mumbai,On Leave,9
1135,Support,37368.88,30,Delhi,Inactive,8
1136,Finance,39287.27,30,Mumbai,On Leave,14
1137,,140932.3,23,Bangalore,Active,15
1138,Marketing,129804.32,58,Kochi,Active,20
1139,Sales,82216.49,53,Delhi,On Leave,15
1140,Finance,52646.78,41,Delhi,On Leave,14
